,Total:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"66,166",,"91,399","65,147","74,796","55,816","67,112","103,939","64,375","74,395","77,272","52,028",,"55,029","60,641","57,125","60,254","58,431","81,057",,"99,150","78,487","90,736","72,319","76,180","106,505","82,016","90,062","86,939","61,919",,"57,393","70,373","65,749","71,535","71,272","56,411",,"80,977","55,247","56,453","51,596","52,246","92,765","48,823","69,036","65,699","50,586",,"46,914","48,655","46,096","54,058","51,947"
Margin of Error,±934,,"±9,893","±6,773","±8,620","±3,488","±6,375","±3,645","±23,063","±4,350","±3,853",±929,,"±3,524","±4,137","±5,048","±5,042","±4,354","±1,103",,"±7,037","±6,625","±15,091","±15,108","±13,361","±5,725","±6,597","±14,949","±4,980","±2,461",,"±6,402","±5,736","±6,268","±8,216","±5,387","±1,026",,"±7,225","±3,666","±11,774","±1,309","±4,429","±14,215","±9,616","±4,476","±4,572",±972,,"±6,289","±4,270","±9,504","±6,063","±2,477"
Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"63,640",,"74,390","65,062","80,915","56,406","71,808","99,501","53,343","72,538","71,984","53,058",,"51,988","54,244","47,129","61,862","52,869","74,597",,"81,832","65,910","86,658","66,888","81,437","101,013","51,316","81,293","81,953","65,329",,"56,619","57,945","51,544","56,948","63,945","57,700",,"61,919","63,668","74,279","52,134","59,753","84,230","55,854","70,981","62,847","51,401",,"50,879","42,488","43,263","62,615","48,838"
Margin of Error,"±1,969",,"±8,198","±5,235","±11,166","±4,787","±4,729","±7,623","±11,608","±2,963","±1,943","±2,510",,"±4,608","±4,489","±5,302","±3,416","±3,734","±2,307",,"±11,639","±6,048","±13,192","±17,325","±8,562","±2,580","±19,334","±4,486","±4,425","±6,471",,"±8,856","±3,303","±12,363","±10,829","±5,809","±1,852",,"±7,269","±6,290","±9,657","±6,064","±6,532","±9,373","±14,934","±1,864","±4,621","±1,119",,"±5,735","±7,529","±5,234","±4,833","±3,930"
Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"61,903",,"70,379","76,407","90,817","55,979","74,060","98,397","50,925","71,470","66,045","50,273",,"58,910","56,201","46,523","59,358","55,908","77,353",,"71,246","81,595","100,718","62,759","90,829","102,128","53,406","87,723","75,879","62,127",,"64,464","66,492","47,227","62,165","75,858","54,721",,"67,599","63,943","61,902","52,955","59,619","79,602","42,342","67,778","55,432","49,046",,"52,347","46,767","45,373","56,682","43,633"
Margin of Error,±613,,"±9,378","±3,677","±18,189","±5,093","±6,571","±5,813","±11,332","±2,580","±4,614","±1,240",,"±6,934","±6,033","±5,045","±5,208","±2,303","±2,541",,"±10,596","±5,855","±9,180","±29,127","±9,492","±8,094","±20,624","±12,981","±2,809","±6,268",,"±11,250","±9,107","±7,786","±12,106","±7,460","±1,257",,"±13,920","±8,161","±27,769","±6,022","±7,399","±19,923","±11,455","±3,584","±3,311","±1,708",,"±9,952","±4,668","±7,984","±6,138","±4,205"
Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"65,150",,"85,098","65,053","69,655","52,218","74,799","111,285","54,517","72,189","70,264","57,087",,"53,784","52,741","45,902","56,093","57,273","74,226",,"86,078","72,455","68,513","64,550","81,039","112,333","70,221","74,986","77,066","65,358",,"60,634","63,485","52,366","49,748","72,013","57,264",,"82,231","57,013","70,158","51,347","70,255","91,352","50,958","70,963","61,623","56,234",,"51,760","49,474","41,092","57,350","53,014"
Margin of Error,"±1,911",,"±11,434","±3,285","±17,922","±9,072","±4,720","±7,189","±17,351","±3,435","±4,669","±3,422",,"±5,609","±3,630","±6,969","±3,846","±7,524","±4,049",,"±18,427","±7,098","±30,270","±25,191","±4,847","±6,604","±29,864","±8,310","±5,752","±7,576",,"±5,169","±6,799","±10,999","±6,847","±11,281","±2,012",,"±15,976","±4,637","±28,626","±5,761","±11,867","±38,475","±5,752","±6,076","±5,919","±3,247",,"±3,162","±7,123","±3,803","±5,630","±4,384"
Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"90,152",,"111,671","92,174","110,760","73,609","99,245","118,357","76,791","89,402","93,589","70,722",,"77,290","81,694","63,225","83,211","75,982","103,421",,"120,537","100,066","123,407","83,789","115,620","122,527","96,175","110,118","104,847","76,178",,"84,589","86,633","65,024","85,084","92,079","79,367",,"100,221","86,866","100,012","72,212","88,658","95,618","66,660","82,632","83,956","70,070",,"74,631","75,830","62,693","82,285","67,143"
Margin of Error,"±1,141",,"±7,441","±5,019","±8,905","±3,175","±3,960","±5,268","±9,148","±4,077","±3,006","±1,869",,"±5,255","±3,097","±3,725","±5,079","±3,723","±1,564",,"±5,186","±6,319","±5,202","±11,926","±7,943","±3,081","±25,746","±9,717","±5,076","±6,429",,"±13,779","±8,159","±12,051","±8,011","±7,101","±1,485",,"±8,345","±4,508","±18,330","±2,732","±5,547","±13,525","±17,048","±4,980","±4,735","±3,229",,"±6,575","±4,608","±4,261","±5,757","±3,983"
Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"90,672",,"115,492","100,266","113,507","72,186","94,476","123,692","72,767","90,051","98,132","71,337",,"80,883","81,894","62,305","76,971","79,327","105,763",,"124,093","121,283","123,297","87,019","113,483","130,363","91,217","102,324","111,760","74,783",,"86,384","90,330","71,765","78,511","92,615","78,371",,"99,283","86,048","100,693","70,868","80,323","102,392","66,022","85,559","81,757","70,152",,"76,415","72,519","58,115","76,195","68,068"
Margin of Error,±679,,"±9,221","±5,096","±9,155","±2,491","±4,520","±3,268","±9,402","±3,244","±3,951","±2,054",,"±2,834","±3,755","±4,854","±2,499","±3,732","±2,212",,"±6,556","±7,161","±8,526","±5,044","±6,453","±5,865","±12,682","±2,850","±3,511","±7,648",,"±5,107","±7,650","±5,574","±4,735","±2,911","±1,510",,"±3,771","±6,597","±5,064","±2,104","±3,585","±6,615","±3,965","±2,985","±1,301","±4,475",,"±4,981","±4,726","±5,255","±3,290","±5,498"
Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"72,760",,"90,854","70,474","84,594","57,625","75,873","105,624","67,751","74,506","80,213","60,143",,"60,029","60,310","49,919","64,148","61,158","89,000",,"96,249","77,875","98,284","69,846","87,504","109,619","72,129","83,276","92,874","71,787",,"70,575","62,915","52,191","74,802","75,774","61,783",,"70,851","65,894","71,262","55,634","62,059","94,375","63,151","71,586","67,610","56,258",,"51,809","54,100","46,869","59,570","51,511"
Margin of Error,±778,,"±2,669","±2,822","±6,600","±3,056","±4,170","±3,224","±9,410","±2,126","±1,749","±1,541",,"±4,715","±3,797","±1,882","±3,317","±1,094","±1,817",,"±4,607","±5,315","±6,780","±8,141","±7,267","±3,814","±9,654","±4,821","±2,796","±1,861",,"±6,276","±6,630","±6,458","±10,099","±2,698",±436,,"±7,494","±2,925","±7,540","±2,771","±3,654","±10,567","±11,481","±1,229","±3,328","±1,321",,"±3,851","±4,077","±3,479","±5,554","±1,480"
Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"77,402",,"103,279","75,580","89,377","70,141","81,754","103,269","72,305","80,053","90,263","61,255",,"62,498","67,529","60,358","74,561","68,007","90,462",,"109,617","81,857","95,420","75,442","91,798","108,262","85,268","98,736","99,274","70,112",,"66,943","76,208","65,506","76,240","78,462","69,363",,"90,684","70,865","81,911","66,417","69,881","87,895","61,750","76,121","80,566","56,999",,"61,367","58,706","56,370","73,345","62,305"
Margin of Error,±823,,"±2,588","±2,299","±3,859","±3,404","±3,028","±3,075","±13,975","±2,457","±2,117","±1,167",,"±5,160","±4,551","±2,268","±3,395","±2,390","±1,098",,"±7,256","±6,058","±8,905","±7,486","±5,218","±5,746","±20,524","±5,364","±3,561","±2,939",,"±8,245","±8,172","±6,171","±6,650","±6,179","±1,311",,"±9,862","±2,225","±7,113","±4,098","±6,647","±3,656","±23,132","±1,539","±2,775","±2,504",,"±3,825","±6,599","±5,686","±4,843","±3,418"
Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"57,017",,"62,647","64,961","62,955","50,198","60,239","90,097","51,058","68,761","66,918","50,291",,"53,221","51,333","45,382","51,852","47,433","72,265",,"60,889","85,760","80,246","49,604","70,627","93,750","80,851","80,524","85,074","61,505",,"74,318","56,398","51,250","54,398","61,559","51,645",,"65,392","52,020","41,200","50,270","43,398","71,721","28,377","65,308","56,938","47,590",,"49,109","48,251","42,426","50,972","45,159"
Margin of Error,"±1,322",,"±9,611","±10,516","±10,817","±4,466","±4,410","±4,405","±26,386","±4,394","±4,337","±1,536",,"±9,175","±3,394","±13,878","±4,908","±2,361","±3,420",,"±15,167","±7,422","±11,285","±17,768","±17,150","±7,782","±26,978","±8,450","±8,200","±7,049",,"±21,745","±11,264","±33,792","±5,803","±14,787",±714,,"±12,930","±10,798","±16,176","±5,922","±18,803","±15,975","±20,509","±6,771","±4,703","±2,493",,"±10,873","±8,306","±12,698","±6,071","±4,483"
Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"67,380",,"96,925","68,431","76,232","60,695","67,209","100,563","61,869","75,364","76,805","50,678",,"60,204","60,643","50,276","60,905","57,715","80,976",,"101,092","80,848","78,886","73,486","75,702","102,651","76,225","84,621","87,098","61,082",,"85,633","62,234","59,338","62,218","72,244","59,057",,"83,946","60,708","71,458","53,423","57,816","83,409","52,091","71,489","68,211","48,248",,"51,277","53,247","46,101","59,346","49,572"
Margin of Error,±957,,"±4,425","±4,620","±4,876","±3,620","±6,655","±3,998","±9,574","±2,203","±1,576","±1,009",,"±4,248","±2,563","±2,411","±2,314","±5,185","±1,228",,"±3,180","±6,355","±3,681","±7,964","±8,143","±4,769","±10,160","±9,096","±4,827","±1,386",,"±20,007","±3,964","±4,779","±9,760","±4,468","±1,850",,"±6,624","±3,799","±4,774","±4,153","±5,892","±4,601","±10,824","±1,821","±3,660","±1,716",,"±4,008","±5,107","±4,295","±4,217","±2,855"
Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"62,004",,"87,311","60,666","70,707","50,303","61,890","90,389","90,758","66,154","64,275","50,558",,"51,153","60,621","46,887","57,841","64,844","76,443",,"91,235","72,558","95,258","88,250","57,415","91,011","81,039","78,843","76,287","57,441",,"41,534","64,470","59,321","90,108","81,836","52,772",,"81,929","51,199","55,616","44,350","68,115","55,972","91,625","61,159","52,817","48,794",,"51,906","56,639","42,031","52,937","53,073"
Margin of Error,"±1,381",,"±16,816","±6,733","±15,607","±6,194","±12,925","±7,747","±39,693","±6,345","±5,329","±3,540",,"±4,535","±6,602","±5,364","±7,319","±7,335","±3,180",,"±16,829","±7,558","±42,933","±6,884","±18,201","±7,383","±230,352","±10,130","±8,852","±13,910",,"±20,840","±11,830","±18,655","±41,922","±15,427","±2,057",,"±38,842","±8,052","±21,163","±6,040","±20,589","±31,404","±47,832","±6,640","±7,825","±6,137",,"±3,747","±7,362","±7,110","±14,231","±4,361"
Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"67,029",,"86,071","65,925","64,232","59,063","62,668","101,365","52,092","72,779","77,891","57,983",,"57,598","58,841","47,023","64,685","61,628","80,642",,"88,699","77,568","74,236","67,067","77,757","102,018","55,893","77,664","92,771","67,815",,"76,206","71,498","54,250","74,768","70,075","60,000",,"79,913","56,521","54,554","55,409","60,396","80,670","51,546","71,811","66,613","53,962",,"51,583","50,901","44,348","53,897","56,088"
Margin of Error,"±1,001",,"±7,896","±5,514","±11,792","±6,157","±3,599","±6,784","±3,998","±2,331","±4,083","±2,746",,"±11,351","±6,204","±5,980","±5,589","±2,053","±2,043",,"±9,839","±6,636","±22,215","±16,217","±15,721","±6,311","±12,789","±8,733","±6,303","±6,019",,"±17,291","±23,243","±15,567","±14,326","±7,525","±1,848",,"±30,149","±5,626","±28,038","±4,207","±4,543","±47,947","±2,964","±2,233","±2,998","±2,566",,"±7,767","±7,693","±5,822","±12,454","±5,188"
Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"69,202",,"78,824","71,869","73,438","54,501","72,186","95,835","51,753","80,614","71,796","62,118",,"56,076","62,352","51,551","61,732","66,049","77,343",,"82,777","82,172","86,648","61,099","81,437","101,080","51,944","84,282","77,391","71,182",,"68,020","68,205","52,251","66,760","75,873","61,297",,"63,315","65,890","52,121","52,599","52,166","74,471","50,764","79,402","66,688","60,303",,"50,964","55,969","51,251","57,131","58,514"
Margin of Error,"±2,483",,"±14,444","±9,468","±10,525","±6,446","±8,410","±7,938","±9,890","±3,718","±3,241","±2,896",,"±9,425","±10,295","±4,085","±9,899","±7,640","±3,869",,"±18,254","±17,026","±13,967","±5,421","±7,989","±4,274","±10,933","±7,164","±6,344","±5,097",,"±11,450","±13,188","±12,936","±13,425","±13,763","±1,541",,"±36,973","±8,287","±16,849","±3,033","±12,995","±16,877","±29,327","±9,053","±7,671","±2,866",,"±6,798","±11,698","±3,018","±12,695","±9,969"
New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"80,466",,"110,661","78,490","83,988","70,219","80,975","114,006","61,054","79,589","89,682","57,797",,"62,118","76,438","60,435","70,501","73,316","100,491",,"113,379","83,836","90,414","81,417","102,027","121,473","82,777","95,217","103,318","70,998",,"83,027","84,727","76,899","73,533","85,591","66,892",,"104,936","71,320","65,262","66,784","67,700","102,016","60,821","73,265","75,303","54,813",,"60,909","66,708","51,680","65,631","62,404"
Margin of Error,"±1,288",,"±11,689","±8,496","±15,527","±5,364","±7,026","±13,648","±27,382","±4,562","±9,000","±6,111",,"±7,762","±7,940","±8,793","±8,505","±6,630","±2,328",,"±19,368","±26,052","±18,283","±37,374","±10,990","±13,075","±88,602","±15,462","±4,971","±8,646",,"±25,877","±16,634","±19,613","±14,204","±9,963","±2,222",,"±14,931","±13,162","±13,724","±7,843","±9,093","±9,952","±27,642","±5,585","±9,473","±3,529",,"±4,022","±16,773","±11,247","±11,000","±6,649"
New Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"90,680",,"115,550","90,196","101,959","75,673","101,641","124,190","92,414","88,913","97,996","72,325",,"76,617","82,073","66,036","85,668","72,573","104,225",,"124,836","101,304","104,169","90,824","121,182","131,707","125,897","102,223","107,447","84,872",,"99,028","92,991","71,721","87,278","80,488","77,112",,"96,450","80,664","96,097","71,408","85,818","101,554","80,351","82,526","80,447","70,201",,"70,666","67,791","62,583","85,111","66,859"
Margin of Error,±698,,"±6,870","±5,878","±2,757","±2,891","±1,559","±3,720","±17,936","±2,814","±3,623","±2,148",,"±6,189","±5,756","±2,612","±4,478","±2,928","±1,043",,"±9,079","±2,076","±6,682","±7,848","±7,287","±4,811","±37,358","±2,349","±7,215","±8,963",,"±8,944","±3,612","±7,620","±7,893","±6,931","±1,023",,"±7,966","±4,795","±9,295","±2,823","±3,490","±4,201","±11,400","±2,894","±3,082","±2,248",,"±4,188","±6,028","±4,413","±7,355","±6,176"
New Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"65,164",,"110,505","62,035","84,743","55,258","60,722","91,653","71,059","75,047","69,370","57,007",,"54,422","50,449","43,102","66,781","62,374","76,909",,"122,443","65,797","90,682","65,486","66,741","102,411","96,413","85,736","75,779","62,092",,"60,384","52,635","39,560","70,687","80,851","58,315",,"64,009","60,780","81,287","51,824","51,892","73,320","70,065","67,381","63,229","55,962",,"54,087","44,777","45,082","59,898","57,216"
Margin of Error,"±2,296",,"±19,182","±5,094","±18,638","±6,617","±2,787","±9,103","±17,177","±4,767","±6,057","±3,471",,"±9,046","±7,488","±8,476","±9,518","±4,207","±2,347",,"±17,201","±7,113","±30,325","±20,508","±9,997","±9,391","±37,174","±8,316","±5,947","±5,968",,"±26,371","±11,158","±15,944","±5,614","±9,402","±3,315",,"±15,174","±5,968","±30,224","±6,851","±9,246","±21,830","±57,506","±7,908","±6,463","±3,416",,"±7,370","±4,236","±8,845","±17,251","±4,520"
New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"82,359",,"103,419","82,417","80,789","72,426","94,298","103,269","68,854","82,784","91,298","71,820",,"77,018","83,661","65,164","79,009","69,818","95,200",,"107,518","89,307","92,100","87,498","108,248","105,709","82,720","92,022","102,042","80,018",,"82,488","92,190","68,920","78,908","80,088","75,026",,"96,819","76,948","71,288","69,329","81,634","93,869","65,989","80,993","79,332","70,182",,"74,638","73,004","62,099","79,059","61,410"
Margin of Error,±435,,"±2,141","±2,335","±4,285","±2,293","±2,963","±2,499","±7,815","±2,247","±1,125","±1,487",,"±3,749","±4,533","±3,096","±3,041","±2,881","±1,396",,"±7,438","±5,478","±7,777","±5,068","±7,705","±4,272","±19,526","±4,119","±1,120","±4,553",,"±6,254","±4,089","±4,248","±5,425","±4,715",±842,,"±8,686","±2,686","±4,321","±3,897","±1,516","±5,309","±5,780","±1,289","±2,627","±2,326",,"±2,915","±4,171","±1,918","±3,085","±1,395"
North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estimate,"70,719",,"98,748","75,250","85,343","58,123","71,855","106,189","57,504","73,874","79,302","51,043",,"58,500","60,654","51,737","70,170","57,254","87,605",,"106,130","89,811","102,763","80,463","81,766","111,350","63,605","86,752","91,688","60,619",,"68,031","66,867","59,409","75,824","68,635","60,472",,"73,214","64,457","69,887","53,995","61,365","92,638","52,014","71,216","65,938","50,023",,"55,809","50,484","48,881","66,340","51,580"
Margin of Error,±642,,"±5,812","±3,316","±9,176","±3,978","±2,838","±4,061","±5,007","±2,320","±2,841",±627,,"±3,258","±3,273","±1,382","±3,700","±1,923","±1,514",,"±8,643","±8,490","±4,844","±8,036","±4,696","±5,343","±9,598","±6,546","±2,688","±3,464",,"±9,094","±5,611","±5,519","±6,507","±5,076",±458,,"±5,778","±3,633","±4,413","±2,530","±3,160","±10,946","±7,669","±1,293","±1,742","±1,078",,"±2,654","±2,890","±4,434","±2,403","±1,288"
